,ID,Label,Statement,Subject,Speaker,Speaker Job,State,Party Aff,Credit,True,Half true,Mostly true,Pants on fire,Context
2893,12337.json,barely-true,"Increasing the min. wage to $15 an hour would reduce spending on food stamps, public housing and other programs by over $7.6 billion a year.","economy,jobs",bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,a tweet
7230,4384.json,pants-fire,"Say Ohio Reps. Marcia Fudge, Marcy Kaptur and Dennis Kucinich are socialists who are openly serving in the U.S. Congress.",candidates-biography,blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,web pages
1409,7572.json,mostly-true,"While the United States has seen its unemployment rate steadily decline, New Jerseys remains nearly two percent higher than the national average and more than a point higher than Connecticut and New York.",jobs,barbara-buono,State Senator,New Jersey,democrat,3.0,1.0,4.0,4.0,1.0,a response to the release of employment data by the state Labor Department
9872,1166.json,barely-true,"It took Obama six months to pick out a family dog, but he's cramming health care reform down the country's throat in a fraction of that time.",health-care,haley-barbour,Governor,Mississippi,republican,1.0,1.0,0.0,0.0,0.0,an op-ed in the Washington Examiner
3598,10137.json,barely-true,Says Jeanne Shaheen voted to pave the way for a new national energy tax.,"energy,voting-record",scott-brown,,New Hampshire,republican,2.0,2.0,1.0,3.0,1.0,a debate
3081,10316.json,half-true,A bill from U.S. Rep. Ted Yohoattempts to restrict the administrations ability to conduct national security and criminal background checks on undocumented immigrants.,"immigration,terrorism",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a statement of policy from the Executive Office of the President
5071,7517.json,half-true,"Raising taxes on investment income has actually lowered the revenue received from the tax, while cutting capital gains tax rates has increased revenue.",taxes,jim-renacci,U.S. representative ,Ohio,republican,5.0,3.0,4.0,1.0,1.0,a commentary
2919,2370.json,half-true,"Due to the war in Iraq, 4,400 Americans are dead, 30,000 severely wounded and more than 100,000 are suffering from serious health problems related to post traumatic stress syndrome.",iraq,ron-paul,U.S. representative,Texas,republican,5.0,8.0,8.0,8.0,3.0,a statement
8652,5976.json,mostly-true,"For every one mile of light-rail track that will be built, 16 miles of new road capacity will be built.",transportation,colleen-kiernan,,Georgia,none,0.0,0.0,0.0,2.0,0.0,an interview
3381,11885.json,mostly-true,"Making public colleges and universities tuition-free, that exists in countries all over the world, used to exist in the United States.","education,history",bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,a Democratic debate in New Hampshire
1799,9679.json,barely-true,Says Mark Pryor continues to insist that Obamacare is an amazing success.,health-care,tom-cotton,U.S. House of Representatives,Arkansas,republican,3.0,4.0,2.0,3.0,1.0,campaign email
716,9547.json,half-true,David Perdue said hed raise taxes.,taxes,jack-kingston,U.S. Representative,Georgia,republican,3.0,1.0,4.0,3.0,0.0,television ad
10186,13460.json,true,Texas spends more per day to house an inmate than we do on a student.,"crime,criminal-justice,education,state-budget,state-finances,states",jennie-lou-leeder,Head swim coach,Texas,democrat,0.0,0.0,0.0,0.0,0.0,an interview with the Austin American-Statesman
10122,8627.json,half-true,"Its a good sign for Obamacare that in California, the proportion of kids who are signing up is the proportion of kids in the population.",health-care,ezekiel-emanuel,Vice Provost for Global Initiatives and chair of the Department of Medical Ethics and Health Policy ,,democrat,1.0,0.0,2.0,0.0,0.0,"an interview on NBC's ""Meet the Press"""
4653,4782.json,half-true,"By 2014, there will be one administrator for every teacher on college campuses in the United States.",education,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,a Republican presidential debate in Michigan
3651,4295.json,half-true,I started with a $3.7 billion budget deficit. Now we are projecting a $1.2 billion surplus.,"state-budget,state-finances",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,an interview
5196,1071.json,false,White House spokesman Robert Gibbs lied when he said President Obamas birth certificate is posted on the Internet.,"candidates-biography,obama-birth-certificate",worldnetdaily,,,none,0.0,1.0,0.0,0.0,1.0,an advertisement
1398,8719.json,mostly-true,"Because of the health care law, by 2017, we will be funneling over $100 billion annually to private insurance companies.",health-care,michael-moore,Documentary filmmaker,,none,2.0,5.0,1.0,6.0,0.0,"a ""New York Times"" op-ed"
5602,5811.json,barely-true,"Says my advocacy questioning contracting out in Parks delayed and altered the renewal of the Brooks contract, and reduced the number of contracted employees in Parks from over 100 to fewer than 40.","city-budget,city-government,unions,workers",amanda-fritz,Portland city commissioner,,democrat,1.0,1.0,0.0,2.0,0.0,a questionnaire
1449,4179.json,barely-true,"Says state Sen. Randy Hopper, R-Fond du Lac, unlike typical taxpayers, didnt pay taxes","income,taxes",jessica-king,,Wisconsin,democrat,1.0,0.0,0.0,0.0,0.0,a TV ad
7772,1495.json,barely-true,Mayor White has major stake in Barnett Shale production company.,"economy,energy,environment,transparency",farouk-shami,Businessman,Texas,democrat,1.0,2.0,2.0,0.0,1.0,a press release
9281,4206.json,false,On applying prosecutorial discretion to immigration cases.,immigration,lamar-smith,Congressman,Texas,republican,2.0,5.0,1.0,3.0,0.0,a legislative proposal.
8670,3421.json,barely-true,"In fighting collective bargaining changes, Democrats are trying to protect a system that pays unionized government workers 42 percent more than non-union workers.","labor,state-budget",crossroads-gps,Conservative advocacy group,,republican,9.0,1.0,4.0,1.0,2.0,a television ad
5738,3736.json,false,Says Wisconsin Gov. Scott Walker literally invented a $3.6 billion deficit.,"labor,state-budget,state-finances",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,3.0,4.0,4.0,3.0,1.0,a speech at a state Democratic Party dinner
10157,11818.json,false,I never once asked that (Megyn Kelly) be removed as a debate moderator.,"candidates-biography,debates",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,an interview on CNN
8644,1078.json,barely-true,We were promised. The president said we would keep unemployment under 8.5 percent (if the stimulus passed).,"economy,stimulus",eric-cantor,House Majority Leader,Virginia,republican,9.0,6.0,4.0,4.0,4.0,a PBS interview.
231,10113.json,half-true,"Says David Perdue wants to abolish the U.S. Department of Education, which would cost Georgia schools $1 billion a year and eliminate millions in student loans.","education,federal-budget",democratic-senatorial-campaign-committee,,,democrat,1.0,2.0,3.0,1.0,0.0,a television ad
5568,11522.json,false,Says his plan would cut taxes without increasing the deficit.,"federal-budget,taxes",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,the third GOP primary debate.
2637,3669.json,half-true,A vast majority of the production in the United States comes from small independent oil and gas companies.,"corporations,energy",dan-boren,U.S. Representative,Oklahoma,democrat,0.0,0.0,1.0,0.0,0.0,an interview on Fox News
669,1044.json,pants-fire,"If you actually took the number of Muslims [sic] Americans, we'd be one of the largest Muslim countries in the world.",religion,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,interview with Canal Plus Television
1693,5866.json,false,The U.S. economy is recovering slower than Europe,economy,bob-mcdonnell,Governor,Virginia,republican,6.0,5.0,7.0,6.0,3.0,a TV interview.
8284,4559.json,half-true,The Christian Coalition gave (Adam) Hasner an F.,"gambling,religion,voting-record",george-lemieux,,Florida,republican,4.0,1.0,6.0,4.0,0.0,a video on a website
7509,7496.json,mostly-true,The Georgia Senate ethics resolution doesnt define cap.,ethics,david-ralston,,Georgia,republican,1.0,1.0,0.0,1.0,0.0,a meeting
8716,8695.json,half-true,"Federal law for Obamacare navigators does not bar or even require screening for convicted felons, including individuals convicted of identity theft or fraud.","crime,criminal-justice,health-care",pete-sessions,U.S. House representative,Texas,republican,1.0,0.0,1.0,0.0,0.0,an oped column
559,4659.json,true,On letting Occupy Atlanta protesters stay in Woodruff Park.,"occupy-wall-street,public-safety",kasim-reed,,,democrat,1.0,0.0,5.0,7.0,1.0,statements to the public
4986,2120.json,half-true,"Says his office has already recovered over $2 billion from Wall Street for the workers, retirees, and investors who were harmed.",government-efficiency,richard-cordray,Former Ohio Attorney General,Ohio,democrat,0.0,0.0,1.0,0.0,0.0,a statement posted to his website
6146,1413.json,false,As long as I have served . . . This is the first time every single solitary decision has required 60 senators.,"bipartisanship,government-efficiency",joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,a fundraiser in Florida
8168,6441.json,half-true,"(The Tax Policy Center) found that Romney would raise taxes on the average middle class family by $2,000 to pay for $5 trillion in tax cuts for millionaires and billionaires.",taxes,new-jersey-democratic-state-committee,,New Jersey,democrat,2.0,2.0,1.0,0.0,0.0,a news release
3190,9154.json,half-true,Who will raising the minimum wage actually help? More than half work full-time. The average worker is 35 years old.,"economy,jobs",jay-carney,White House press secretary,District of Columbia,none,2.0,2.0,1.0,2.0,0.0,a meme on Twitter
4237,12829.json,false,"The DNC hack showed you that the Clinton campaign was working to schedule (primary) debates against (Bernie) Sanders, and the Clinton campaign is continuing this ploy against Donald Trump.",debates,paul-manafort,,,republican,0.0,2.0,1.0,0.0,1.0,"an interview on NBC's ""Meet the Press"""
8604,9825.json,false,Every 28 hours an unarmed black person is shot by a cop.,"crime,diversity,public-safety",marc-lamont-hill,,,democrat,0.0,1.0,0.0,0.0,0.0,a CNN segment
8825,11040.json,half-true,Theres now been three independent investigations (into the bridge scandal) all of which have said that Christie did not have prior knowledge of or involvement in the lane closures.,candidates-biography,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,"an interview on MSNBC's ""Morning Joe"""
8907,3160.json,false,"In the past, President Obama has refused to meet with representatives from Cuban exile organizations.",foreign-policy,david-rivera,"U.S. Representative, Florida District 25",Florida,republican,0.0,2.0,0.0,0.0,0.0,a statement
10175,1108.json,pants-fire,"All non-US citizens, illegal or not, will be provided with free health care services.","health-care,immigration",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail
210,7123.json,true,Says that in the 1985 election former Gov. Tom Kean had the largest winning margin for a gubernatorial candidate in Jersey history.,"elections,states",raymond-bateman,,,republican,0.0,1.0,0.0,0.0,0.0,a column
3184,12439.json,mostly-true,The Nordic countries are some of the few countries that meet development aid goals.,foreign-policy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a press conference
3509,12934.json,barely-true,"NAFTA, signed by Bill Clinton, has been a disaster for Pennsylvania.",trade,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,an interview with TV station WJAC
2249,12535.json,pants-fire,ISIS is running through a border made porous by Barack Obamas policies.,"immigration,terrorism",greg-abbott,governor,Texas,republican,11.0,3.0,8.0,6.0,5.0,addressing the Republican Party of Texas state convention
6774,12404.json,half-true,"Amendment 2 will put almost 2,000 pot shops in Florida ... more pot shops than Walmart and Walgreens combined.","florida-amendments,marijuana",vote-no-2,,Florida,none,1.0,0.0,2.0,0.0,0.0,a video
9441,5280.json,barely-true,"The Obama administration ... would impose on every Catholic institution, every Jewish institution, every Protestant institution the Obamacare standard of what you have to buy as insurance.","abortion,health-care,religion,states",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,"a town hall in Jacksonville, Fla."
2100,2459.json,true,Says the U.S. Constitution provides for just compensation when land is taken under eminent domain.,"history,legal-issues,message-machine,supreme-court",todd-staples,state agriculture commissioner,Texas,republican,0.0,1.0,4.0,3.0,1.0,a radio interview.
